"CONCEPTO";"PRED NET SALES";"SALES TO DATE";"NUMBER OF ORDERS";"AVERAGE ORDER";"UNITS PER ORDER";"RFACTOR";"CAMPDIA";"CAMP";"DAYS";"DATES";"SALES_TODAY";"ORDERS_TODAY";"DAYBEFORE";"Añocamp";"Orders";"GrossSales"
"0 1.BRANCH OFF-SCHED";875000,00;816792,00;955,00;855,28;327,00;1,07;"CAMP07  DAY11 21/11/12";"CAMP07";"DAY11";21/11/2012 0:00:00;58072,00;19,00;"DAY10";201307;3605,00;413179,00
"0 1.BRANCH CURR-CAMP";2350000,00;2084156,00;29897,00;69,71;42,00;1,13;"CAMP07  DAY11 21/11/12";"CAMP07";"DAY11";21/11/2012 0:00:00;150172,00;2129,00;"DAY10";201307;3605,00;413179,00
"0 1.BRANCH OFF-SCHED";850000,00;758720,00;936,00;810,60;311,00;1,12;"CAMP07  DAY10 20/11/12";"CAMP07";"DAY10";20/11/2012 0:00:00;70095,00;33,00;"DAY09";201307;3402,00;352140,00
"0 1.BRANCH CURR-CAMP";2350000,00;1933984,00;27768,00;69,65;42,00;1,22;"CAMP07  DAY10 20/11/12";"CAMP07";"DAY10";20/11/2012 0:00:00;185835,00;2661,00;"DAY09";201307;3402,00;352140,00
"0 1.BRANCH EST.-CAMP";2800000,00;174847,00;2360,00;74,09;48,00;16,01;"CAMP07  DAY10 20/11/12";"CAMP07";"DAY10";20/11/2012 0:00:00;28084,00;359,00;"DAY09";201307;3402,00;352140,00
"0 1.BRANCH OFF-SCHED";850000,00;688625,00;903,00;762,60;294,00;1,23;"CAMP07  DAY09 19/11/12";"CAMP07";"DAY09";19/11/2012 0:00:00;92633,00;28,00;"DAY08";201307;2346,00;243705,00
"0 1.BRANCH CURR-CAMP";2350000,00;1748149,00;25107,00;69,63;42,00;1,34;"CAMP07  DAY09 19/11/12";"CAMP07";"DAY09";19/11/2012 0:00:00;242148,00;3395,00;"DAY08";201307;2346,00;243705,00
"0 1.BRANCH EST.-CAMP";2800000,00;146763,00;2001,00;73,35;47,00;19,08;"CAMP07  DAY09 19/11/12";"CAMP07";"DAY09";19/11/2012 0:00:00;27002,00;404,00;"DAY08";201307;2346,00;243705,00
"0 1.BRANCH EST.-CAMP";2800000,00;119761,00;1597,00;74,99;48,00;23,38;"CAMP07  DAY08 16/11/12";"CAMP07";"DAY08";16/11/2012 0:00:00;11293,00;156,00;"DAY07";201307;2793,00;302105,00
"0 1.BRANCH OFF-SCHED";850000,00;595992,00;875,00;681,13;264,00;1,43;"CAMP07  DAY08 16/11/12";"CAMP07";"DAY08";16/11/2012 0:00:00;63211,00;40,00;"DAY07";201307;2793,00;302105,00
"0 1.BRANCH CURR-CAMP";2450000,00;1506001,00;21712,00;69,36;42,00;1,63;"CAMP07  DAY08 16/11/12";"CAMP07";"DAY08";16/11/2012 0:00:00;165915,00;2492,00;"DAY07";201307;2793,00;302105,00
"0 1.BRANCH EST.-CAMP";2800000,00;108468,00;1441,00;75,27;48,00;25,81;"CAMP07  DAY07 15/11/12";"CAMP07";"DAY07";15/11/2012 0:00:00;15142,00;186,00;"DAY06";201307;2274,00;222611,00
"0 1.BRANCH OFF-SCHED";850000,00;532781,00;835,00;638,06;248,00;1,60;"CAMP07  DAY07 15/11/12";"CAMP07";"DAY07";15/11/2012 0:00:00;69147,00;47,00;"DAY06";201307;2274,00;222611,00
"0 1.BRANCH CURR-CAMP";2450000,00;1340086,00;19220,00;69,72;42,00;1,83;"CAMP07  DAY07 15/11/12";"CAMP07";"DAY07";15/11/2012 0:00:00;185035,00;2556,00;"DAY06";201307;2274,00;222611,00
"0 1.BRANCH EST.-CAMP";2800000,00;93326,00;1255,00;74,36;48,00;30,00;"CAMP07  DAY06 14/11/12";"CAMP07";"DAY06";14/11/2012 0:00:00;12614,00;169,00;"DAY05";201307;3644,00;410658,00
"0 1.BRANCH OFF-SCHED";850000,00;463634,00;788,00;588,37;230,00;1,83;"CAMP07  DAY06 14/11/12";"CAMP07";"DAY06";14/11/2012 0:00:00;67982,00;66,00;"DAY05";201307;3644,00;410658,00
"0 1.BRANCH CURR-CAMP";2450000,00;1155051,00;16664,00;69,31;42,00;2,12;"CAMP07  DAY06 14/11/12";"CAMP07";"DAY06";14/11/2012 0:00:00;195651,00;2837,00;"DAY05";201307;3644,00;410658,00
"0 1.BRANCH EST.-CAMP";2800000,00;80712,00;1086,00;74,32;48,00;34,69;"CAMP07  DAY05 13/11/12";"CAMP07";"DAY05";13/11/2012 0:00:00;10786,00;126,00;"DAY04";201307;2657,00;272790,00
"0 1.BRANCH OFF-SCHED";850000,00;395652,00;722,00;548,00;215,00;2,15;"CAMP07  DAY05 13/11/12";"CAMP07";"DAY05";13/11/2012 0:00:00;81191,00;95,00;"DAY04";201307;2657,00;272790,00
"0 1.BRANCH CURR-CAMP";2450000,00;959400,00;13827,00;69,39;42,00;2,55;"CAMP07  DAY05 13/11/12";"CAMP07";"DAY05";13/11/2012 0:00:00;232363,00;3244,00;"DAY04";201307;2657,00;272790,00
"0 1.BRANCH CURR-CAMP";2750000,00;727037,00;10583,00;68,70;42,00;3,78;"CAMP07  DAY04 12/11/12";"CAMP07";"DAY04";12/11/2012 0:00:00;231530,00;3371,00;"DAY03";201307;2722,00;269229,00
"0 1.BRANCH EST.-CAMP";2800000,00;69926,00;960,00;72,84;47,00;40,04;"CAMP07  DAY04 12/11/12";"CAMP07";"DAY04";12/11/2012 0:00:00;13451,00;166,00;"DAY03";201307;2722,00;269229,00
"0 1.BRANCH OFF-SCHED";850000,00;314461,00;627,00;501,53;198,00;2,70;"CAMP07  DAY04 12/11/12";"CAMP07";"DAY04";12/11/2012 0:00:00;93645,00;94,00;"DAY03";201307;2722,00;269229,00
"0 1.BRANCH CURR-CAMP";2750000,00;495507,00;7212,00;68,71;42,00;5,55;"CAMP07  DAY03 09/11/12";"CAMP07";"DAY03";9/11/2012 0:00:00;150363,00;2312,00;"DAY02";201307;2805,00;270219,00
"0 1.BRANCH EST.-CAMP";2800000,00;56475,00;794,00;71,13;46,00;49,58;"CAMP07  DAY03 09/11/12";"CAMP07";"DAY03";9/11/2012 0:00:00;9601,00;138,00;"DAY02";201307;2805,00;270219,00
"0 1.BRANCH OFF-SCHED";850000,00;220816,00;533,00;414,29;165,00;3,85;"CAMP07  DAY03 09/11/12";"CAMP07";"DAY03";9/11/2012 0:00:00;61971,00;112,00;"DAY02";201307;2805,00;270219,00
"0 1.BRANCH EST.-CAMP";2800000,00;46874,00;656,00;71,46;46,00;59,73;"CAMP07  DAY02 08/11/12";"CAMP07";"DAY02";8/11/2012 0:00:00;14081,00;198,00;"DAY01";201307;2888,00;297046,00
"0 1.BRANCH OFF-SCHED";850000,00;158845,00;421,00;377,31;152,00;5,35;"CAMP07  DAY02 08/11/12";"CAMP07";"DAY02";8/11/2012 0:00:00;78034,00;161,00;"DAY01";201307;2888,00;297046,00
"0 1.BRANCH CURR-CAMP";2750000,00;345144,00;4900,00;70,44;42,00;7,97;"CAMP07  DAY02 08/11/12";"CAMP07";"DAY02";8/11/2012 0:00:00;172921,00;2659,00;"DAY01";201307;2888,00;297046,00
"0 1.BRANCH EST.-CAMP";2800000,00;32793,00;458,00;71,60;47,00;85,38;"CAMP07  DAY01 07/11/12";"CAMP07";"DAY01";7/11/2012 0:00:00;32793,00;458,00;"DAY01";201307;2699,00;304091,00
"0 1.BRANCH OFF-SCHED";850000,00;80811,00;260,00;310,82;129,00;10,52;"CAMP07  DAY01 07/11/12";"CAMP07";"DAY01";7/11/2012 0:00:00;80811,00;260,00;"DAY01";201307;2699,00;304091,00
"0 1.BRANCH CURR-CAMP";2750000,00;172223,00;2241,00;76,85;45,00;15,97;"CAMP07  DAY01 07/11/12";"CAMP07";"DAY01";7/11/2012 0:00:00;172223,00;2241,00;"DAY01";201307;2699,00;304091,00
"0 1.BRANCH CURR-CAMP";2300000,00;2223667,00;31595,00;70,38;41,00;1,03;"CAMP06  DAY13 06/11/12";"CAMP06";"DAY13";6/11/2012 0:00:00;88849,00;641,00;"DAY12";201306;1152,00;100149,00
"0 1.BRANCH OFF-SCHED";975000,00;954051,00;1023,00;932,60;458,00;1,02;"CAMP06  DAY13 06/11/12";"CAMP06";"DAY13";6/11/2012 0:00:00;17572,00;6,00;"DAY12";201306;1152,00;100149,00
"0 1.BRANCH EST.-CAMP";2750000,00;408819,00;5498,00;74,36;46,00;6,73;"CAMP06  DAY13 06/11/12";"CAMP06";"DAY13";6/11/2012 0:00:00;160439,00;2087,00;"DAY12";201306;1152,00;100149,00
"0 1.BRANCH EST.-CAMP";2750000,00;248380,00;3411,00;72,82;46,00;11,07;"CAMP06  DAY12 05/11/12";"CAMP06";"DAY12";5/11/2012 0:00:00;81878,00;1050,00;"DAY11";201306;2585,00;249278,00
"0 1.BRANCH OFF-SCHED";975000,00;936479,00;1017,00;920,83;452,00;1,04;"CAMP06  DAY12 05/11/12";"CAMP06";"DAY12";5/11/2012 0:00:00;33860,00;8,00;"DAY11";201306;2585,00;249278,00
"0 1.BRANCH CURR-CAMP";2300000,00;2134818,00;30954,00;68,97;41,00;1,08;"CAMP06  DAY12 05/11/12";"CAMP06";"DAY12";5/11/2012 0:00:00;117356,00;1358,00;"DAY11";201306;2585,00;249278,00
"0 1.BRANCH EST.-CAMP";2750000,00;166502,00;2361,00;70,52;46,00;16,52;"CAMP06  DAY11 02/11/12";"CAMP06";"DAY11";2/11/2012 0:00:00;21773,00;365,00;"DAY10";201306;2753,00;283693,00
"0 1.BRANCH OFF-SCHED";975000,00;902619,00;1009,00;894,57;439,00;1,08;"CAMP06  DAY11 02/11/12";"CAMP06";"DAY11";2/11/2012 0:00:00;54377,00;24,00;"DAY10";201306;2753,00;283693,00
"0 1.BRANCH CURR-CAMP";2300000,00;2017462,00;29596,00;68,17;41,00;1,14;"CAMP06  DAY11 02/11/12";"CAMP06";"DAY11";2/11/2012 0:00:00;140785,00;2157,00;"DAY10";201306;2753,00;283693,00
"0 1.BRANCH OFF-SCHED";1000000,00;848242,00;985,00;861,16;421,00;1,18;"CAMP06  DAY10 31/10/12";"CAMP06";"DAY10";31/10/2012 0:00:00;63799,00;21,00;"DAY09";201306;3193,00;332791,00
"0 1.BRANCH CURR-CAMP";2300000,00;1876677,00;27439,00;68,39;41,00;1,23;"CAMP06  DAY10 31/10/12";"CAMP06";"DAY10";31/10/2012 0:00:00;170321,00;2557,00;"DAY09";201306;3193,00;332791,00
"0 1.BRANCH EST.-CAMP";2750000,00;144729,00;1996,00;72,51;47,00;19,00;"CAMP06  DAY10 31/10/12";"CAMP06";"DAY10";31/10/2012 0:00:00;16423,00;235,00;"DAY09";201306;3193,00;332791,00
"0 1.BRANCH OFF-SCHED";975000,00;784443,00;964,00;813,74;397,00;1,24;"CAMP06  DAY09 30/10/12";"CAMP06";"DAY09";30/10/2012 0:00:00;75077,00;49,00;"DAY08";201306;4083,00;471807,00
"0 1.BRANCH CURR-CAMP";2300000,00;1706356,00;24882,00;68,58;41,00;1,35;"CAMP06  DAY09 30/10/12";"CAMP06";"DAY09";30/10/2012 0:00:00;193516,00;2716,00;"DAY08";201306;4083,00;471807,00
"0 1.BRANCH EST.-CAMP";2750000,00;128306,00;1761,00;72,86;47,00;21,43;"CAMP06  DAY09 30/10/12";"CAMP06";"DAY09";30/10/2012 0:00:00;17923,00;231,00;"DAY08";201306;4083,00;471807,00
"0 1.BRANCH EST.-CAMP";2750000,00;110383,00;1530,00;72,15;47,00;24,91;"CAMP06  DAY08 29/10/12";"CAMP06";"DAY08";29/10/2012 0:00:00;19868,00;282,00;"DAY07";201306;2277,00;247899,00
"0 1.BRANCH OFF-SCHED";975000,00;709366,00;915,00;775,26;378,00;1,37;"CAMP06  DAY08 29/10/12";"CAMP06";"DAY08";29/10/2012 0:00:00;107892,00;41,00;"DAY07";201306;2277,00;247899,00
"0 1.BRANCH CURR-CAMP";2300000,00;1512840,00;22166,00;68,25;40,00;1,52;"CAMP06  DAY08 29/10/12";"CAMP06";"DAY08";29/10/2012 0:00:00;265419,00;3694,00;"DAY07";201306;2277,00;247899,00
"0 1.BRANCH EST.-CAMP";2750000,00;90515,00;1248,00;72,53;47,00;30,38;"CAMP06  DAY07 26/10/12";"CAMP06";"DAY07";26/10/2012 0:00:00;7307,00;105,00;"DAY06";201306;2661,00;287154,00
"0 1.BRANCH CURR-CAMP";2300000,00;1247421,00;18472,00;67,53;40,00;1,84;"CAMP06  DAY07 26/10/12";"CAMP06";"DAY07";26/10/2012 0:00:00;157830,00;2399,00;"DAY06";201306;2661,00;287154,00
"0 1.BRANCH OFF-SCHED";975000,00;601474,00;874,00;688,19;336,00;1,62;"CAMP06  DAY07 26/10/12";"CAMP06";"DAY07";26/10/2012 0:00:00;67208,00;43,00;"DAY06";201306;2661,00;287154,00
"0 1.BRANCH EST.-CAMP";2750000,00;83208,00;1143,00;72,80;47,00;33,05;"CAMP06  DAY06 25/10/12";"CAMP06";"DAY06";25/10/2012 0:00:00;9229,00;141,00;"DAY05";201306;2700,00;285152,00
"0 1.BRANCH OFF-SCHED";975000,00;534266,00;831,00;642,92;315,00;1,82;"CAMP06  DAY06 25/10/12";"CAMP06";"DAY06";25/10/2012 0:00:00;85119,00;55,00;"DAY05";201306;2700,00;285152,00
"0 1.BRANCH CURR-CAMP";2300000,00;1089591,00;16073,00;67,79;40,00;2,11;"CAMP06  DAY06 25/10/12";"CAMP06";"DAY06";25/10/2012 0:00:00;194153,00;2844,00;"DAY05";201306;2700,00;285152,00
"0 1.BRANCH EST.-CAMP";2750000,00;73979,00;1002,00;73,83;47,00;37,17;"CAMP06  DAY05 24/10/12";"CAMP06";"DAY05";24/10/2012 0:00:00;8988,00;116,00;"DAY04";201306;3978,00;465483,00
"0 1.BRANCH OFF-SCHED";760000,00;449147,00;776,00;578,80;282,00;1,69;"CAMP06  DAY05 24/10/12";"CAMP06";"DAY05";24/10/2012 0:00:00;88760,00;64,00;"DAY04";201306;3978,00;465483,00
"0 1.BRANCH CURR-CAMP";2300000,00;895438,00;13229,00;67,69;40,00;2,57;"CAMP06  DAY05 24/10/12";"CAMP06";"DAY05";24/10/2012 0:00:00;191538,00;2861,00;"DAY04";201306;3978,00;465483,00
"0 1.BRANCH OFF-SCHED";760000,00;360387,00;712,00;506,16;246,00;2,11;"CAMP06  DAY04 23/10/12";"CAMP06";"DAY04";23/10/2012 0:00:00;97724,00;93,00;"DAY03";201306;2693,00;283688,00
"0 1.BRANCH CURR-CAMP";2300000,00;703900,00;10368,00;67,89;40,00;3,27;"CAMP06  DAY04 23/10/12";"CAMP06";"DAY04";23/10/2012 0:00:00;233070,00;3268,00;"DAY03";201306;2693,00;283688,00
"0 1.BRANCH EST.-CAMP";2750000,00;64991,00;886,00;73,35;46,00;42,31;"CAMP06  DAY04 23/10/12";"CAMP06";"DAY04";23/10/2012 0:00:00;8238,00;83,00;"DAY03";201306;2693,00;283688,00
"0 1.BRANCH OFF-SCHED";760000,00;262663,00;619,00;424,34;206,00;2,89;"CAMP06  DAY03 22/10/12";"CAMP06";"DAY03";22/10/2012 0:00:00;101595,00;103,00;"DAY02";201306;2508,00;252882,00
"0 1.BRANCH CURR-CAMP";2450000,00;470830,00;7100,00;66,31;40,00;5,20;"CAMP06  DAY03 22/10/12";"CAMP06";"DAY03";22/10/2012 0:00:00;214566,00;3165,00;"DAY02";201306;2508,00;252882,00
"0 1.BRANCH EST.-CAMP";2750000,00;56753,00;803,00;70,68;45,00;48,46;"CAMP06  DAY03 22/10/12";"CAMP06";"DAY03";22/10/2012 0:00:00;15681,00;193,00;"DAY02";201306;2508,00;252882,00
"0 1.BRANCH EST.-CAMP";2750000,00;41072,00;610,00;67,33;42,00;66,95;"CAMP06  DAY02 19/10/12";"CAMP06";"DAY02";19/10/2012 0:00:00;10074,00;152,00;"DAY01";201306;2977,00;319588,00
"0 1.BRANCH OFF-SCHED";760000,00;161068,00;516,00;312,15;155,00;4,72;"CAMP06  DAY02 19/10/12";"CAMP06";"DAY02";19/10/2012 0:00:00;64976,00;150,00;"DAY01";201306;2977,00;319588,00
"0 1.BRANCH CURR-CAMP";2450000,00;256264,00;3935,00;65,12;40,00;9,56;"CAMP06  DAY02 19/10/12";"CAMP06";"DAY02";19/10/2012 0:00:00;123973,00;2021,00;"DAY01";201306;2977,00;319588,00
"0 1.BRANCH OFF-SCHED";760000,00;96092,00;366,00;262,55;130,00;7,91;"CAMP06  DAY01 18/10/12";"CAMP06";"DAY01";18/10/2012 0:00:00;96092,00;366,00;"DAY01";201306;1535,00;152045,00
"0 1.BRANCH EST.-CAMP";2750000,00;30998,00;458,00;67,68;42,00;88,71;"CAMP06  DAY01 18/10/12";"CAMP06";"DAY01";18/10/2012 0:00:00;30998,00;458,00;"DAY01";201306;1535,00;152045,00
"0 1.BRANCH CURR-CAMP";2450000,00;132291,00;1914,00;69,12;42,00;16,00;"CAMP06  DAY01 18/10/12";"CAMP06";"DAY01";18/10/2012 0:00:00;132291,00;1914,00;"DAY01";201306;1535,00;152045,00
"0 1.BRANCH OFF-SCHED";975000,00;940801,00;944,00;996,61;475,00;1,04;"CAMP05  DAY13 17/10/12";"CAMP05";"DAY13";17/10/2012 0:00:00;14957,00;7,00;"DAY12";201305;1576,00;214794,00
"0 1.BRANCH CURR-CAMP";2525000,00;2497685,00;33069,00;75,53;49,00;1,01;"CAMP05  DAY13 17/10/12";"CAMP05";"DAY13";17/10/2012 0:00:00;83150,00;567,00;"DAY12";201305;1576,00;214794,00
"0 1.BRANCH EST.-CAMP";2500000,00;339234,00;5078,00;66,80;42,00;7,37;"CAMP05  DAY13 17/10/12";"CAMP05";"DAY13";17/10/2012 0:00:00;100780,00;1597,00;"DAY12";201305;1576,00;214794,00
"0 1.BRANCH EST.-CAMP";2500000,00;238454,00;3481,00;68,50;43,00;10,48;"CAMP05  DAY12 16/10/12";"CAMP05";"DAY12";16/10/2012 0:00:00;52511,00;773,00;"DAY11";201305;2595,00;283058,00
"0 1.BRANCH OFF-SCHED";975000,00;925844,00;937,00;988,09;470,00;1,05;"CAMP05  DAY12 16/10/12";"CAMP05";"DAY12";16/10/2012 0:00:00;33964,00;13,00;"DAY11";201305;2595,00;283058,00
"0 1.BRANCH CURR-CAMP";2500000,00;2414535,00;32502,00;74,29;49,00;1,04;"CAMP05  DAY12 16/10/12";"CAMP05";"DAY12";16/10/2012 0:00:00;125172,00;1358,00;"DAY11";201305;2595,00;283058,00
"0 1.BRANCH OFF-SCHED";975000,00;891880,00;924,00;965,24;461,00;1,09;"CAMP05  DAY11 15/10/12";"CAMP05";"DAY11";15/10/2012 0:00:00;61401,00;11,00;"DAY10";201305;2856,00;318345,00
"0 1.BRANCH CURR-CAMP";2500000,00;2289363,00;31144,00;73,51;49,00;1,09;"CAMP05  DAY11 15/10/12";"CAMP05";"DAY11";15/10/2012 0:00:00;194664,00;2483,00;"DAY10";201305;2856,00;318345,00
"0 1.BRANCH EST.-CAMP";2500000,00;185943,00;2708,00;68,66;44,00;13,44;"CAMP05  DAY11 15/10/12";"CAMP05";"DAY11";15/10/2012 0:00:00;45356,00;634,00;"DAY10";201305;2856,00;318345,00
"0 1.BRANCH OFF-SCHED";900000,00;830479,00;913,00;909,62;434,00;1,08;"CAMP05  DAY10 11/10/12";"CAMP05";"DAY10";11/10/2012 0:00:00;55207,00;25,00;"DAY09";201305;2993,00;334870,00
"0 1.BRANCH EST.-CAMP";2500000,00;140587,00;2074,00;67,79;43,00;17,78;"CAMP05  DAY10 11/10/12";"CAMP05";"DAY10";11/10/2012 0:00:00;14244,00;227,00;"DAY09";201305;2993,00;334870,00
"0 1.BRANCH CURR-CAMP";2500000,00;2094699,00;28661,00;73,09;49,00;1,19;"CAMP05  DAY10 11/10/12";"CAMP05";"DAY10";11/10/2012 0:00:00;175946,00;2439,00;"DAY09";201305;2993,00;334870,00
"0 1.BRANCH CURR-CAMP";2500000,00;1918753,00;26222,00;73,17;49,00;1,30;"CAMP05  DAY09 10/10/12";"CAMP05";"DAY09";10/10/2012 0:00:00;286998,00;3734,00;"DAY08";201305;3851,00;444800,00
"0 1.BRANCH OFF-SCHED";900000,00;775272,00;888,00;873,05;417,00;1,16;"CAMP05  DAY09 10/10/12";"CAMP05";"DAY09";10/10/2012 0:00:00;97584,00;45,00;"DAY08";201305;3851,00;444800,00
"0 1.BRANCH EST.-CAMP";2500000,00;126343,00;1847,00;68,40;44,00;19,79;"CAMP05  DAY09 10/10/12";"CAMP05";"DAY09";10/10/2012 0:00:00;32022,00;449,00;"DAY08";201305;3851,00;444800,00
"0 1.BRANCH EST.-CAMP";2500000,00;94321,00;1398,00;67,47;43,00;26,51;"CAMP05  DAY08 08/10/12";"CAMP05";"DAY08";8/10/2012 0:00:00;16099,00;218,00;"DAY07";201305;2274,00;270595,00
"0 1.BRANCH OFF-SCHED";900000,00;677688,00;843,00;803,90;383,00;1,33;"CAMP05  DAY08 08/10/12";"CAMP05";"DAY08";8/10/2012 0:00:00;87812,00;49,00;"DAY07";201305;2274,00;270595,00
"0 1.BRANCH CURR-CAMP";2500000,00;1631755,00;22488,00;72,56;48,00;1,53;"CAMP05  DAY08 08/10/12";"CAMP05";"DAY08";8/10/2012 0:00:00;263411,00;3635,00;"DAY07";201305;2274,00;270595,00
"0 1.BRANCH OFF-SCHED";900000,00;589876,00;794,00;742,92;352,00;1,53;"CAMP05  DAY07 05/10/12";"CAMP05";"DAY07";5/10/2012 0:00:00;62446,00;44,00;"DAY06";201305;2600,00;282767,00
"0 1.BRANCH EST.-CAMP";2500000,00;78222,00;1180,00;66,29;42,00;31,96;"CAMP05  DAY07 05/10/12";"CAMP05";"DAY07";5/10/2012 0:00:00;5711,00;89,00;"DAY06";201305;2600,00;282767,00
"0 1.BRANCH CURR-CAMP";2500000,00;1368344,00;18853,00;72,58;48,00;1,83;"CAMP05  DAY07 05/10/12";"CAMP05";"DAY07";5/10/2012 0:00:00;165499,00;2367,00;"DAY06";201305;2600,00;282767,00
"0 1.BRANCH CURR-CAMP";2450000,00;1202845,00;16486,00;72,96;49,00;2,04;"CAMP05  DAY06 04/10/12";"CAMP05";"DAY06";4/10/2012 0:00:00;208512,00;2672,00;"DAY05";201305;2742,00;288861,00
"0 1.BRANCH OFF-SCHED";800000,00;527430,00;750,00;703,24;333,00;1,52;"CAMP05  DAY06 04/10/12";"CAMP05";"DAY06";4/10/2012 0:00:00;78039,00;54,00;"DAY05";201305;2742,00;288861,00
"0 1.BRANCH EST.-CAMP";2600000,00;72511,00;1091,00;66,46;42,00;35,86;"CAMP05  DAY06 04/10/12";"CAMP05";"DAY06";4/10/2012 0:00:00;8815,00;117,00;"DAY05";201305;2742,00;288861,00
"0 1.BRANCH CURR-CAMP";2450000,00;994333,00;13814,00;71,98;48,00;2,46;"CAMP05  DAY05 03/10/12";"CAMP05";"DAY05";3/10/2012 0:00:00;213676,00;3069,00;"DAY04";201305;3737,00;483402,00
"0 1.BRANCH OFF-SCHED";800000,00;449391,00;696,00;645,68;305,00;1,78;"CAMP05  DAY05 03/10/12";"CAMP05";"DAY05";3/10/2012 0:00:00;87261,00;81,00;"DAY04";201305;3737,00;483402,00
"0 1.BRANCH EST.-CAMP";2600000,00;63696,00;974,00;65,40;41,00;40,82;"CAMP05  DAY05 03/10/12";"CAMP05";"DAY05";3/10/2012 0:00:00;8071,00;108,00;"DAY04";201305;3737,00;483402,00
"0 1.BRANCH EST.-CAMP";2600000,00;55625,00;866,00;64,23;40,00;46,74;"CAMP05  DAY04 02/10/12";"CAMP05";"DAY04";2/10/2012 0:00:00;7486,00;105,00;"DAY03";201305;2654,00;291414,00
"0 1.BRANCH OFF-SCHED";750000,00;362130,00;615,00;588,83;278,00;2,07;"CAMP05  DAY04 02/10/12";"CAMP05";"DAY04";2/10/2012 0:00:00;102162,00;116,00;"DAY03";201305;2654,00;291414,00
"0 1.BRANCH CURR-CAMP";2550000,00;780657,00;10745,00;72,65;48,00;3,27;"CAMP05  DAY04 02/10/12";"CAMP05";"DAY04";2/10/2012 0:00:00;265669,00;3387,00;"DAY03";201305;2654,00;291414,00
"0 1.BRANCH EST.-CAMP";2600000,00;48139,00;761,00;63,26;39,00;54,01;"CAMP05  DAY03 01/10/12";"CAMP05";"DAY03";1/10/2012 0:00:00;13110,00;188,00;"DAY02";201305;2494,00;258869,00
"0 1.BRANCH OFF-SCHED";750000,00;259968,00;499,00;520,98;247,00;2,88;"CAMP05  DAY03 01/10/12";"CAMP05";"DAY03";1/10/2012 0:00:00;102263,00;110,00;"DAY02";201305;2494,00;258869,00
"0 1.BRANCH CURR-CAMP";2550000,00;514988,00;7358,00;69,99;47,00;4,95;"CAMP05  DAY03 01/10/12";"CAMP05";"DAY03";1/10/2012 0:00:00;233596,00;3290,00;"DAY02";201305;2494,00;258869,00
"0 1.BRANCH EST.-CAMP";2600000,00;35029,00;573,00;61,13;38,00;74,22;"CAMP05  DAY02 28/09/12";"CAMP05";"DAY02";28/9/2012 0:00:00;10033,00;159,00;"DAY01";201305;3026,00;322086,00
"0 1.BRANCH OFF-SCHED";750000,00;157705,00;389,00;405,41;192,00;4,76;"CAMP05  DAY02 28/09/12";"CAMP05";"DAY02";28/9/2012 0:00:00;69169,00;121,00;"DAY01";201305;3026,00;322086,00
"0 1.BRANCH CURR-CAMP";2550000,00;281392,00;4068,00;69,17;46,00;9,06;"CAMP05  DAY02 28/09/12";"CAMP05";"DAY02";28/9/2012 0:00:00;140791,00;2147,00;"DAY01";201305;3026,00;322086,00
"0 1.BRANCH OFF-SCHED";750000,00;88536,00;268,00;330,36;158,00;8,47;"CAMP05  DAY01 27/09/12";"CAMP05";"DAY01";27/9/2012 0:00:00;88536,00;268,00;"DAY01";201305;1538,00;157183,00
"0 1.BRANCH EST.-CAMP";2600000,00;24996,00;414,00;60,38;37,00;104,02;"CAMP05  DAY01 27/09/12";"CAMP05";"DAY01";27/9/2012 0:00:00;24996,00;414,00;"DAY01";201305;1538,00;157183,00
"0 1.BRANCH CURR-CAMP";2550000,00;140601,00;1921,00;73,19;49,00;16,00;"CAMP05  DAY01 27/09/12";"CAMP05";"DAY01";27/9/2012 0:00:00;140601,00;1921,00;"DAY01";201305;1538,00;157183,00
"0 1.BRANCH OFF-SCHED";600000,00;602274,00;877,00;686,74;289,00;1,00;"CAMP04  DAY13 26/09/12";"CAMP04";"DAY13";26/9/2012 0:00:00;13182,00;6,00;"DAY12";201304;1361,00;167558,00
"0 1.BRANCH CURR-CAMP";2400000,00;2381231,00;29047,00;81,98;50,00;1,01;"CAMP04  DAY13 26/09/12";"CAMP04";"DAY13";26/9/2012 0:00:00;90869,00;555,00;"DAY12";201304;1361,00;167558,00
"0 1.BRANCH EST.-CAMP";2500000,00;319659,00;4681,00;68,29;50,00;7,82;"CAMP04  DAY13 26/09/12";"CAMP04";"DAY13";26/9/2012 0:00:00;100088,00;1521,00;"DAY12";201304;1361,00;167558,00
"0 1.BRANCH EST.-CAMP";2500000,00;219571,00;3160,00;69,48;52,00;11,39;"CAMP04  DAY12 25/09/12";"CAMP04";"DAY12";25/9/2012 0:00:00;54001,00;764,00;"DAY11";201304;2463,00;254226,00
"0 1.BRANCH OFF-SCHED";600000,00;589092,00;871,00;676,34;285,00;1,02;"CAMP04  DAY12 25/09/12";"CAMP04";"DAY12";25/9/2012 0:00:00;23473,00;9,00;"DAY11";201304;2463,00;254226,00
"0 1.BRANCH CURR-CAMP";2400000,00;2290362,00;28492,00;80,39;49,00;1,05;"CAMP04  DAY12 25/09/12";"CAMP04";"DAY12";25/9/2012 0:00:00;119769,00;1184,00;"DAY11";201304;2463,00;254226,00
