"CONCEPTO";"PRED NET SALES";"SALES TO DATE";"NUMBER OF ORDERS";"AVERAGE ORDER";"UNITS PER ORDER";"RFACTOR";"CAMPDIA";"CAMP";"DAYS";"DATES";"SALES_TODAY";"ORDERS_TODAY";"DAYBEFORE";"Añocamp";"Orders";"GrossSales"
"0 1.BRANCH CURR-CAMP";2375000,00;403178,00;4841,00;83,28;49,00;5,89;"CAMP15  DAY02 04/05/12";"CAMP15";"DAY02";4/5/2012 0:00:00;157359,00;1998,00;"DAY01";201215;3118,00;352098,00
"0 1.BRANCH EST.-CAMP";2475000,00;42832,00;546,00;78,45;46,00;57,78;"CAMP15  DAY01 03/05/12";"CAMP15";"DAY01";3/5/2012 0:00:00;42832,00;546,00;"DAY01";201215;1470,00;160516,00
"0 1.BRANCH OFF-SCHED";830000,00;139621,00;492,00;283,78;122,00;5,94;"CAMP15  DAY01 03/05/12";"CAMP15";"DAY01";3/5/2012 0:00:00;139621,00;492,00;"DAY01";201215;1470,00;160516,00
"0 1.BRANCH CURR-CAMP";2375000,00;245819,00;2843,00;86,46;52,00;9,66;"CAMP15  DAY01 03/05/12";"CAMP15";"DAY01";3/5/2012 0:00:00;245819,00;2843,00;"DAY01";201215;1470,00;160516,00
"0 1.BRANCH OFF-SCHED";825000,00;771845,00;967,00;798,19;303,00;1,07;"CAMP14  DAY13 30/04/12";"CAMP14";"DAY13";30/4/2012 0:00:00;16715,00;1,00;"DAY12";201214;1163,00;162469,00
"0 1.BRANCH CURR-CAMP";2550000,00;2453153,00;30616,00;80,13;46,00;1,04;"CAMP14  DAY13 30/04/12";"CAMP14";"DAY13";30/4/2012 0:00:00;91944,00;701,00;"DAY12";201214;1163,00;162469,00
"0 1.BRANCH EST.-CAMP";2550000,00;335473,00;4899,00;68,48;45,00;7,60;"CAMP14  DAY13 30/04/12";"CAMP14";"DAY13";30/4/2012 0:00:00;111810,00;1419,00;"DAY12";201214;1163,00;162469,00
"0 1.BRANCH EST.-CAMP";2550000,00;223663,00;3480,00;64,27;43,00;11,40;"CAMP14  DAY12 27/04/12";"CAMP14";"DAY12";27/4/2012 0:00:00;34691,00;449,00;"DAY11";201214;2616,00;275085,00
"0 1.BRANCH OFF-SCHED";825000,00;755130,00;966,00;781,71;296,00;1,09;"CAMP14  DAY12 27/04/12";"CAMP14";"DAY12";27/4/2012 0:00:00;25553,00;18,00;"DAY11";201214;2616,00;275085,00
"0 1.BRANCH CURR-CAMP";2550000,00;2361209,00;29915,00;78,93;45,00;1,08;"CAMP14  DAY12 27/04/12";"CAMP14";"DAY12";27/4/2012 0:00:00;95761,00;1118,00;"DAY11";201214;2616,00;275085,00
"0 1.BRANCH OFF-SCHED";825000,00;729577,00;948,00;769,60;292,00;1,13;"CAMP14  DAY11 26/04/12";"CAMP14";"DAY11";26/4/2012 0:00:00;46816,00;20,00;"DAY10";201214;2630,00;285378,00
"0 1.BRANCH EST.-CAMP";2550000,00;188972,00;3031,00;62,35;42,00;13,49;"CAMP14  DAY11 26/04/12";"CAMP14";"DAY11";26/4/2012 0:00:00;27712,00;347,00;"DAY10";201214;2630,00;285378,00
"0 1.BRANCH CURR-CAMP";2550000,00;2265448,00;28797,00;78,67;45,00;1,13;"CAMP14  DAY11 26/04/12";"CAMP14";"DAY11";26/4/2012 0:00:00;173000,00;2043,00;"DAY10";201214;2630,00;285378,00
"0 1.BRANCH CURR-CAMP";2550000,00;2092448,00;26754,00;78,21;45,00;1,22;"CAMP14  DAY10 25/04/12";"CAMP14";"DAY10";25/4/2012 0:00:00;202102,00;2561,00;"DAY09";201214;4097,00;485027,00
"0 1.BRANCH OFF-SCHED";825000,00;682761,00;928,00;735,73;280,00;1,21;"CAMP14  DAY10 25/04/12";"CAMP14";"DAY10";25/4/2012 0:00:00;57924,00;26,00;"DAY09";201214;4097,00;485027,00
"0 1.BRANCH EST.-CAMP";2550000,00;161260,00;2684,00;60,08;42,00;15,81;"CAMP14  DAY10 25/04/12";"CAMP14";"DAY10";25/4/2012 0:00:00;24096,00;323,00;"DAY09";201214;4097,00;485027,00
"0 1.BRANCH EST.-CAMP";2550000,00;137164,00;2361,00;58,10;41,00;18,59;"CAMP14  DAY09 24/04/12";"CAMP14";"DAY09";24/4/2012 0:00:00;17433,00;235,00;"DAY08";201214;2725,00;279419,00
"0 1.BRANCH OFF-SCHED";825000,00;624837,00;902,00;692,72;264,00;1,32;"CAMP14  DAY09 24/04/12";"CAMP14";"DAY09";24/4/2012 0:00:00;67595,00;30,00;"DAY08";201214;2725,00;279419,00
"0 1.BRANCH CURR-CAMP";2550000,00;1890346,00;24193,00;78,14;45,00;1,35;"CAMP14  DAY09 24/04/12";"CAMP14";"DAY09";24/4/2012 0:00:00;253466,00;2994,00;"DAY08";201214;2725,00;279419,00
"0 1.BRANCH EST.-CAMP";2550000,00;119731,00;2126,00;56,32;40,00;21,30;"CAMP14  DAY08 23/04/12";"CAMP14";"DAY08";23/4/2012 0:00:00;21259,00;307,00;"DAY07";201214;2329,00;250474,00
"0 1.BRANCH OFF-SCHED";825000,00;557242,00;872,00;639,04;245,00;1,48;"CAMP14  DAY08 23/04/12";"CAMP14";"DAY08";23/4/2012 0:00:00;70295,00;28,00;"DAY07";201214;2329,00;250474,00
"0 1.BRANCH CURR-CAMP";2550000,00;1636880,00;21199,00;77,21;45,00;1,56;"CAMP14  DAY08 23/04/12";"CAMP14";"DAY08";23/4/2012 0:00:00;237467,00;2986,00;"DAY07";201214;2329,00;250474,00
"0 1.BRANCH OFF-SCHED";825000,00;486947,00;844,00;576,95;223,00;1,69;"CAMP14  DAY07 20/04/12";"CAMP14";"DAY07";20/4/2012 0:00:00;50566,00;40,00;"DAY06";201214;2514,00;267254,00
"0 1.BRANCH CURR-CAMP";2550000,00;1399413,00;18213,00;76,84;45,00;1,82;"CAMP14  DAY07 20/04/12";"CAMP14";"DAY07";20/4/2012 0:00:00;163717,00;2161,00;"DAY06";201214;2514,00;267254,00
"0 1.BRANCH EST.-CAMP";2550000,00;98472,00;1819,00;54,14;39,00;25,90;"CAMP14  DAY07 20/04/12";"CAMP14";"DAY07";20/4/2012 0:00:00;8584,00;150,00;"DAY06";201214;2514,00;267254,00
"0 1.BRANCH OFF-SCHED";825000,00;436381,00;804,00;542,76;212,00;1,89;"CAMP14  DAY06 19/04/12";"CAMP14";"DAY06";19/4/2012 0:00:00;65118,00;53,00;"DAY05";201214;2572,00;268174,00
"0 1.BRANCH CURR-CAMP";2550000,00;1235696,00;16052,00;76,98;45,00;2,06;"CAMP14  DAY06 19/04/12";"CAMP14";"DAY06";19/4/2012 0:00:00;201404,00;2534,00;"DAY05";201214;2572,00;268174,00
"0 1.BRANCH EST.-CAMP";2550000,00;89888,00;1669,00;53,86;39,00;28,37;"CAMP14  DAY06 19/04/12";"CAMP14";"DAY06";19/4/2012 0:00:00;11913,00;158,00;"DAY05";201214;2572,00;268174,00
"0 1.BRANCH EST.-CAMP";2550000,00;77975,00;1511,00;51,61;38,00;32,70;"CAMP14  DAY05 18/04/12";"CAMP14";"DAY05";18/4/2012 0:00:00;11729,00;121,00;"DAY04";201214;3937,00;458543,00
"0 1.BRANCH OFF-SCHED";825000,00;371263,00;751,00;494,36;196,00;2,22;"CAMP14  DAY05 18/04/12";"CAMP14";"DAY05";18/4/2012 0:00:00;69518,00;70,00;"DAY04";201214;3937,00;458543,00
"0 1.BRANCH CURR-CAMP";2550000,00;1034292,00;13518,00;76,51;45,00;2,47;"CAMP14  DAY05 18/04/12";"CAMP14";"DAY05";18/4/2012 0:00:00;219892,00;2944,00;"DAY04";201214;3937,00;458543,00
"0 1.BRANCH EST.-CAMP";2550000,00;66246,00;1390,00;47,66;35,00;38,49;"CAMP14  DAY04 17/04/12";"CAMP14";"DAY04";17/4/2012 0:00:00;7360,00;95,00;"DAY03";201214;2574,00;268067,00
"0 1.BRANCH OFF-SCHED";800000,00;301745,00;681,00;443,09;177,00;2,65;"CAMP14  DAY04 17/04/12";"CAMP14";"DAY04";17/4/2012 0:00:00;77608,00;92,00;"DAY03";201214;2574,00;268067,00
"0 1.BRANCH CURR-CAMP";2450000,00;814400,00;10574,00;77,02;45,00;3,01;"CAMP14  DAY04 17/04/12";"CAMP14";"DAY04";17/4/2012 0:00:00;254619,00;3164,00;"DAY03";201214;2574,00;268067,00
"0 1.BRANCH CURR-CAMP";2450000,00;559781,00;7410,00;75,54;44,00;4,38;"CAMP14  DAY03 16/04/12";"CAMP14";"DAY03";16/4/2012 0:00:00;233410,00;3177,00;"DAY02";201214;2521,00;253105,00
"0 1.BRANCH EST.-CAMP";2550000,00;58886,00;1295,00;45,47;34,00;43,30;"CAMP14  DAY03 16/04/12";"CAMP14";"DAY03";16/4/2012 0:00:00;14843,00;652,00;"DAY02";201214;2521,00;253105,00
"0 1.BRANCH OFF-SCHED";800000,00;224137,00;589,00;380,54;154,00;3,57;"CAMP14  DAY03 16/04/12";"CAMP14";"DAY03";16/4/2012 0:00:00;79192,00;94,00;"DAY02";201214;2521,00;253105,00
"0 1.BRANCH EST.-CAMP";2550000,00;44043,00;643,00;68,50;44,00;57,90;"CAMP14  DAY02 13/04/12";"CAMP14";"DAY02";13/4/2012 0:00:00;13710,00;192,00;"DAY01";201214;3043,00;335911,00
"0 1.BRANCH OFF-SCHED";800000,00;144945,00;495,00;292,82;122,00;5,52;"CAMP14  DAY02 13/04/12";"CAMP14";"DAY02";13/4/2012 0:00:00;57678,00;141,00;"DAY01";201214;3043,00;335911,00
"0 1.BRANCH CURR-CAMP";2450000,00;326371,00;4233,00;77,10;45,00;7,51;"CAMP14  DAY02 13/04/12";"CAMP14";"DAY02";13/4/2012 0:00:00;153916,00;2138,00;"DAY01";201214;3043,00;335911,00
"0 1.BRANCH EST.-CAMP";2550000,00;30333,00;451,00;67,26;43,00;84,07;"CAMP14  DAY01 12/04/12";"CAMP14";"DAY01";12/4/2012 0:00:00;30333,00;451,00;"DAY01";201214;1501,00;147500,00
"0 1.BRANCH OFF-SCHED";800000,00;87267,00;354,00;246,52;104,00;9,17;"CAMP14  DAY01 12/04/12";"CAMP14";"DAY01";12/4/2012 0:00:00;87267,00;354,00;"DAY01";201214;1501,00;147500,00
"0 1.BRANCH CURR-CAMP";2320000,00;172455,00;2095,00;82,32;47,00;13,45;"CAMP14  DAY01 12/04/12";"CAMP14";"DAY01";12/4/2012 0:00:00;172455,00;2095,00;"DAY01";201214;1501,00;147500,00
"0 1.BRANCH OFF-SCHED";675000,00;658721,00;675,00;975,88;367,00;1,02;"CAMP13  DAY13 11/04/12";"CAMP13";"DAY13";11/4/2012 0:00:00;14617,00;10,00;"DAY12";201213;1109,00;159268,00
"0 1.BRANCH CURR-CAMP";2550000,00;2471874,00;29888,00;82,70;44,00;1,03;"CAMP13  DAY13 11/04/12";"CAMP13";"DAY13";11/4/2012 0:00:00;87193,00;674,00;"DAY12";201213;1109,00;159268,00
"0 1.BRANCH EST.-CAMP";2650000,00;365728,00;4832,00;75,69;46,00;7,25;"CAMP13  DAY13 11/04/12";"CAMP13";"DAY13";11/4/2012 0:00:00;113520,00;1531,00;"DAY12";201213;1109,00;159268,00
"0 1.BRANCH OFF-SCHED";675000,00;644104,00;665,00;968,58;365,00;1,05;"CAMP13  DAY12 10/04/12";"CAMP13";"DAY12";10/4/2012 0:00:00;24103,00;5,00;"DAY11";201213;2542,00;254470,00
"0 1.BRANCH CURR-CAMP";2650000,00;2384681,00;29214,00;81,63;44,00;1,11;"CAMP13  DAY12 10/04/12";"CAMP13";"DAY12";10/4/2012 0:00:00;102490,00;1103,00;"DAY11";201213;2542,00;254470,00
"0 1.BRANCH EST.-CAMP";2650000,00;252208,00;3301,00;76,40;47,00;10,51;"CAMP13  DAY12 10/04/12";"CAMP13";"DAY12";10/4/2012 0:00:00;49291,00;589,00;"DAY11";201213;2542,00;254470,00
"0 1.BRANCH EST.-CAMP";2650000,00;202917,00;2712,00;74,82;46,00;13,06;"CAMP13  DAY11 09/04/12";"CAMP13";"DAY11";9/4/2012 0:00:00;39280,00;510,00;"DAY10";201213;2520,00;263952,00
"0 1.BRANCH OFF-SCHED";675000,00;620001,00;660,00;939,40;354,00;1,09;"CAMP13  DAY11 09/04/12";"CAMP13";"DAY11";9/4/2012 0:00:00;42960,00;14,00;"DAY10";201213;2520,00;263952,00
"0 1.BRANCH CURR-CAMP";2650000,00;2282191,00;28111,00;81,19;44,00;1,16;"CAMP13  DAY11 09/04/12";"CAMP13";"DAY11";9/4/2012 0:00:00;195028,00;2342,00;"DAY10";201213;2520,00;263952,00
"0 1.BRANCH OFF-SCHED";675000,00;577041,00;646,00;893,25;337,00;1,17;"CAMP13  DAY10 04/04/12";"CAMP13";"DAY10";4/4/2012 0:00:00;44071,00;27,00;"DAY09";201213;2911,00;316697,00
"0 1.BRANCH EST.-CAMP";2650000,00;163637,00;2202,00;74,31;46,00;16,19;"CAMP13  DAY10 04/04/12";"CAMP13";"DAY10";4/4/2012 0:00:00;17521,00;274,00;"DAY09";201213;2911,00;316697,00
"0 1.BRANCH CURR-CAMP";2650000,00;2087163,00;25769,00;81,00;44,00;1,27;"CAMP13  DAY10 04/04/12";"CAMP13";"DAY10";4/4/2012 0:00:00;175695,00;2249,00;"DAY09";201213;2911,00;316697,00
"0 1.BRANCH EST.-CAMP";2650000,00;146116,00;1928,00;75,79;47,00;18,14;"CAMP13  DAY09 03/04/12";"CAMP13";"DAY09";3/4/2012 0:00:00;22317,00;318,00;"DAY08";201213;3687,00;404815,00
"0 1.BRANCH OFF-SCHED";675000,00;532970,00;619,00;861,02;325,00;1,27;"CAMP13  DAY09 03/04/12";"CAMP13";"DAY09";3/4/2012 0:00:00;53638,00;29,00;"DAY08";201213;3687,00;404815,00
"0 1.BRANCH CURR-CAMP";2650000,00;1911468,00;23520,00;81,27;44,00;1,39;"CAMP13  DAY09 03/04/12";"CAMP13";"DAY09";3/4/2012 0:00:00;211068,00;2523,00;"DAY08";201213;3687,00;404815,00
"0 1.BRANCH EST.-CAMP";2650000,00;123799,00;1610,00;76,89;48,00;21,41;"CAMP13  DAY08 02/04/12";"CAMP13";"DAY08";2/4/2012 0:00:00;23055,00;324,00;"DAY07";201213;2224,00;241308,00
"0 1.BRANCH OFF-SCHED";675000,00;479332,00;590,00;812,43;307,00;1,41;"CAMP13  DAY08 02/04/12";"CAMP13";"DAY08";2/4/2012 0:00:00;65084,00;26,00;"DAY07";201213;2224,00;241308,00
"0 1.BRANCH CURR-CAMP";2650000,00;1700400,00;20997,00;80,98;44,00;1,56;"CAMP13  DAY08 02/04/12";"CAMP13";"DAY08";2/4/2012 0:00:00;285071,00;3377,00;"DAY07";201213;2224,00;241308,00
"0 1.BRANCH CURR-CAMP";2650000,00;1415329,00;17620,00;80,33;44,00;1,87;"CAMP13  DAY07 30/03/12";"CAMP13";"DAY07";30/3/2012 0:00:00;163935,00;2073,00;"DAY06";201213;2427,00;253265,00
"0 1.BRANCH OFF-SCHED";675000,00;414248,00;564,00;734,48;279,00;1,63;"CAMP13  DAY07 30/03/12";"CAMP13";"DAY07";30/3/2012 0:00:00;44367,00;28,00;"DAY06";201213;2427,00;253265,00
"0 1.BRANCH EST.-CAMP";2650000,00;100744,00;1286,00;78,34;48,00;26,30;"CAMP13  DAY07 30/03/12";"CAMP13";"DAY07";30/3/2012 0:00:00;7069,00;86,00;"DAY06";201213;2427,00;253265,00
"0 1.BRANCH EST.-CAMP";2650000,00;93675,00;1200,00;78,06;48,00;28,29;"CAMP13  DAY06 29/03/12";"CAMP13";"DAY06";29/3/2012 0:00:00;8757,00;105,00;"DAY05";201213;2491,00;261177,00
"0 1.BRANCH OFF-SCHED";675000,00;369881,00;536,00;690,08;264,00;1,82;"CAMP13  DAY06 29/03/12";"CAMP13";"DAY06";29/3/2012 0:00:00;50930,00;41,00;"DAY05";201213;2491,00;261177,00
"0 1.BRANCH CURR-CAMP";2600000,00;1251394,00;15547,00;80,49;44,00;2,08;"CAMP13  DAY06 29/03/12";"CAMP13";"DAY06";29/3/2012 0:00:00;197909,00;2488,00;"DAY05";201213;2491,00;261177,00
"0 1.BRANCH OFF-SCHED";675000,00;318951,00;495,00;644,35;247,00;2,12;"CAMP13  DAY05 28/03/12";"CAMP13";"DAY05";28/3/2012 0:00:00;63605,00;59,00;"DAY04";201213;3815,00;447611,00
"0 1.BRANCH CURR-CAMP";2600000,00;1053485,00;13059,00;80,67;44,00;2,47;"CAMP13  DAY05 28/03/12";"CAMP13";"DAY05";28/3/2012 0:00:00;227848,00;2762,00;"DAY04";201213;3815,00;447611,00
"0 1.BRANCH EST.-CAMP";2650000,00;84918,00;1095,00;77,55;47,00;31,21;"CAMP13  DAY05 28/03/12";"CAMP13";"DAY05";28/3/2012 0:00:00;12980,00;147,00;"DAY04";201213;3815,00;447611,00
"0 1.BRANCH EST.-CAMP";2650000,00;71938,00;948,00;75,88;45,00;36,84;"CAMP13  DAY04 27/03/12";"CAMP13";"DAY04";27/3/2012 0:00:00;13541,00;127,00;"DAY03";201213;2516,00;273062,00
"0 1.BRANCH OFF-SCHED";675000,00;255346,00;436,00;585,66;225,00;2,64;"CAMP13  DAY04 27/03/12";"CAMP13";"DAY04";27/3/2012 0:00:00;67464,00;57,00;"DAY03";201213;2516,00;273062,00
"0 1.BRANCH CURR-CAMP";2450000,00;825637,00;10297,00;80,18;44,00;2,97;"CAMP13  DAY04 27/03/12";"CAMP13";"DAY04";27/3/2012 0:00:00;250646,00;3054,00;"DAY03";201213;2516,00;273062,00
"0 1.BRANCH CURR-CAMP";2450000,00;574991,00;7243,00;79,39;43,00;4,26;"CAMP13  DAY03 26/03/12";"CAMP13";"DAY03";26/3/2012 0:00:00;250477,00;3114,00;"DAY02";201213;2515,00;256371,00
"0 1.BRANCH EST.-CAMP";2650000,00;58397,00;821,00;71,13;43,00;45,38;"CAMP13  DAY03 26/03/12";"CAMP13";"DAY03";26/3/2012 0:00:00;14708,00;195,00;"DAY02";201213;2515,00;256371,00
"0 1.BRANCH OFF-SCHED";675000,00;187882,00;379,00;495,73;192,00;3,59;"CAMP13  DAY03 26/03/12";"CAMP13";"DAY03";26/3/2012 0:00:00;74878,00;92,00;"DAY02";201213;2515,00;256371,00
"0 1.BRANCH EST.-CAMP";2500000,00;43689,00;626,00;69,79;43,00;57,22;"CAMP13  DAY02 23/03/12";"CAMP13";"DAY02";23/3/2012 0:00:00;12108,00;161,00;"DAY01";201213;3069,00;319485,00
"0 1.BRANCH OFF-SCHED";750000,00;113004,00;287,00;393,74;153,00;6,64;"CAMP13  DAY02 23/03/12";"CAMP13";"DAY02";23/3/2012 0:00:00;53707,00;90,00;"DAY01";201213;3069,00;319485,00
"0 1.BRANCH CURR-CAMP";2450000,00;324514,00;4129,00;78,59;42,00;7,55;"CAMP13  DAY02 23/03/12";"CAMP13";"DAY02";23/3/2012 0:00:00;166534,00;2274,00;"DAY01";201213;3069,00;319485,00
"0 1.BRANCH EST.-CAMP";2500000,00;31581,00;465,00;67,92;42,00;79,16;"CAMP13  DAY01 22/03/12";"CAMP13";"DAY01";22/3/2012 0:00:00;31581,00;465,00;"DAY01";201213;1520,00;155007,00
"0 1.BRANCH OFF-SCHED";750000,00;59297,00;197,00;301,00;119,00;11,00;"CAMP13  DAY01 22/03/12";"CAMP13";"DAY01";22/3/2012 0:00:00;59297,00;197,00;"DAY01";201213;1520,00;155007,00
"0 1.BRANCH CURR-CAMP";2450000,00;157980,00;1855,00;85,16;46,00;15,51;"CAMP13  DAY01 22/03/12";"CAMP13";"DAY01";22/3/2012 0:00:00;157980,00;1855,00;"DAY01";201213;1520,00;155007,00
"0 1.BRANCH EST.-CAMP";2650000,00;385754,00;4899,00;78,74;45,00;6,87;"CAMP12  DAY13 21/03/12";"CAMP12";"DAY13";21/3/2012 0:00:00;121665,00;1554,00;"DAY12";201212;1074,00;137699,00
"0 1.BRANCH OFF-SCHED";720000,00;680480,00;918,00;741,26;304,00;1,06;"CAMP12  DAY13 21/03/12";"CAMP12";"DAY13";21/3/2012 0:00:00;10796,00;5,00;"DAY12";201212;1074,00;137699,00
"0 1.BRANCH CURR-CAMP";2200000,00;2110629,00;28842,00;73,18;39,00;1,04;"CAMP12  DAY13 21/03/12";"CAMP12";"DAY13";21/3/2012 0:00:00;60054,00;400,00;"DAY12";201212;1074,00;137699,00
"0 1.BRANCH EST.-CAMP";2650000,00;264089,00;3345,00;78,95;46,00;10,03;"CAMP12  DAY12 20/03/12";"CAMP12";"DAY12";20/3/2012 0:00:00;90393,00;1051,00;"DAY11";201212;2500,00;232586,00
"0 1.BRANCH OFF-SCHED";720000,00;669684,00;913,00;733,50;301,00;1,08;"CAMP12  DAY12 20/03/12";"CAMP12";"DAY12";20/3/2012 0:00:00;32357,00;11,00;"DAY11";201212;2500,00;232586,00
"0 1.BRANCH CURR-CAMP";2200000,00;2050575,00;28442,00;72,10;39,00;1,07;"CAMP12  DAY12 20/03/12";"CAMP12";"DAY12";20/3/2012 0:00:00;135420,00;1582,00;"DAY11";201212;2500,00;232586,00
"0 1.BRANCH OFF-SCHED";720000,00;637327,00;902,00;706,57;292,00;1,13;"CAMP12  DAY11 16/03/12";"CAMP12";"DAY11";16/3/2012 0:00:00;32735,00;14,00;"DAY10";201212;2564,00;251366,00
"0 1.BRANCH CURR-CAMP";2200000,00;1915155,00;26860,00;71,30;39,00;1,15;"CAMP12  DAY11 16/03/12";"CAMP12";"DAY11";16/3/2012 0:00:00;118062,00;1708,00;"DAY10";201212;2564,00;251366,00
"0 1.BRANCH EST.-CAMP";2650000,00;173696,00;2294,00;75,72;44,00;15,26;"CAMP12  DAY11 16/03/12";"CAMP12";"DAY11";16/3/2012 0:00:00;17051,00;232,00;"DAY10";201212;2564,00;251366,00
"0 1.BRANCH EST.-CAMP";2650000,00;156645,00;2062,00;75,97;44,00;16,92;"CAMP12  DAY10 15/03/12";"CAMP12";"DAY10";15/3/2012 0:00:00;21679,00;280,00;"DAY09";201212;2795,00;283530,00
"0 1.BRANCH OFF-SCHED";720000,00;604592,00;888,00;680,85;283,00;1,19;"CAMP12  DAY10 15/03/12";"CAMP12";"DAY10";15/3/2012 0:00:00;49997,00;18,00;"DAY09";201212;2795,00;283530,00
"0 1.BRANCH CURR-CAMP";2200000,00;1797093,00;25152,00;71,45;39,00;1,22;"CAMP12  DAY10 15/03/12";"CAMP12";"DAY10";15/3/2012 0:00:00;178097,00;2429,00;"DAY09";201212;2795,00;283530,00
"0 1.BRANCH EST.-CAMP";2650000,00;134966,00;1782,00;75,74;45,00;19,63;"CAMP12  DAY09 14/03/12";"CAMP12";"DAY09";14/3/2012 0:00:00;18178,00;225,00;"DAY08";201212;3597,00;384206,00
"0 1.BRANCH OFF-SCHED";720000,00;554595,00;870,00;637,47;267,00;1,30;"CAMP12  DAY09 14/03/12";"CAMP12";"DAY09";14/3/2012 0:00:00;55946,00;26,00;"DAY08";201212;3597,00;384206,00
"0 1.BRANCH CURR-CAMP";2200000,00;1618996,00;22723,00;71,25;39,00;1,36;"CAMP12  DAY09 14/03/12";"CAMP12";"DAY09";14/3/2012 0:00:00;186823,00;2550,00;"DAY08";201212;3597,00;384206,00
"0 1.BRANCH CURR-CAMP";2200000,00;1432173,00;20173,00;70,99;39,00;1,54;"CAMP12  DAY08 13/03/12";"CAMP12";"DAY08";13/3/2012 0:00:00;212489,00;2914,00;"DAY07";201212;2211,00;218601,00
"0 1.BRANCH OFF-SCHED";720000,00;498649,00;844,00;590,82;251,00;1,44;"CAMP12  DAY08 13/03/12";"CAMP12";"DAY08";13/3/2012 0:00:00;62970,00;49,00;"DAY07";201212;2211,00;218601,00
"0 1.BRANCH EST.-CAMP";2650000,00;116788,00;1557,00;75,01;44,00;22,69;"CAMP12  DAY08 13/03/12";"CAMP12";"DAY08";13/3/2012 0:00:00;16342,00;202,00;"DAY07";201212;2211,00;218601,00
"0 1.BRANCH EST.-CAMP";2800000,00;100446,00;1355,00;74,13;44,00;27,88;"CAMP12  DAY07 12/03/12";"CAMP12";"DAY07";12/3/2012 0:00:00;13186,00;175,00;"DAY06";201212;2266,00;220489,00
"0 1.BRANCH OFF-SCHED";720000,00;435679,00;795,00;548,02;236,00;1,65;"CAMP12  DAY07 12/03/12";"CAMP12";"DAY07";12/3/2012 0:00:00;58298,00;41,00;"DAY06";201212;2266,00;220489,00
"0 1.BRANCH CURR-CAMP";2200000,00;1219684,00;17259,00;70,67;38,00;1,80;"CAMP12  DAY07 12/03/12";"CAMP12";"DAY07";12/3/2012 0:00:00;189722,00;2648,00;"DAY06";201212;2266,00;220489,00
"0 1.BRANCH EST.-CAMP";2800000,00;87260,00;1180,00;73,95;44,00;32,09;"CAMP12  DAY06 09/03/12";"CAMP12";"DAY06";9/3/2012 0:00:00;8771,00;140,00;"DAY05";201212;2438,00;229294,00
"0 1.BRANCH OFF-SCHED";720000,00;377381,00;754,00;500,51;218,00;1,91;"CAMP12  DAY06 09/03/12";"CAMP12";"DAY06";9/3/2012 0:00:00;43892,00;43,00;"DAY05";201212;2438,00;229294,00
"0 1.BRANCH CURR-CAMP";2200000,00;1029962,00;14611,00;70,49;38,00;2,14;"CAMP12  DAY06 09/03/12";"CAMP12";"DAY06";9/3/2012 0:00:00;141912,00;2075,00;"DAY05";201212;2438,00;229294,00
"0 1.BRANCH EST.-CAMP";2800000,00;78489,00;1040,00;75,47;45,00;35,67;"CAMP12  DAY05 08/03/12";"CAMP12";"DAY05";8/3/2012 0:00:00;10040,00;121,00;"DAY04";201212;2292,00;209368,00
"0 1.BRANCH OFF-SCHED";720000,00;333489,00;711,00;469,04;205,00;2,16;"CAMP12  DAY05 08/03/12";"CAMP12";"DAY05";8/3/2012 0:00:00;64652,00;80,00;"DAY04";201212;2292,00;209368,00
"0 1.BRANCH CURR-CAMP";2300000,00;888050,00;12536,00;70,84;38,00;2,59;"CAMP12  DAY05 08/03/12";"CAMP12";"DAY05";8/3/2012 0:00:00;179237,00;2623,00;"DAY04";201212;2292,00;209368,00
"0 1.BRANCH OFF-SCHED";650000,00;268837,00;631,00;426,05;188,00;2,42;"CAMP12  DAY04 07/03/12";"CAMP12";"DAY04";7/3/2012 0:00:00;61421,00;90,00;"DAY03";201212;3585,00;378379,00
"0 1.BRANCH CURR-CAMP";2180000,00;708813,00;9913,00;71,50;39,00;3,08;"CAMP12  DAY04 07/03/12";"CAMP12";"DAY04";7/3/2012 0:00:00;177629,00;2588,00;"DAY03";201212;3585,00;378379,00
"0 1.BRANCH EST.-CAMP";2800000,00;68449,00;919,00;74,48;37,00;40,91;"CAMP12  DAY04 07/03/12";"CAMP12";"DAY04";7/3/2012 0:00:00;9293,00;106,00;"DAY03";201212;3585,00;378379,00
"0 1.BRANCH EST.-CAMP";2800000,00;59156,00;813,00;72,76;35,00;47,33;"CAMP12  DAY03 06/03/12";"CAMP12";"DAY03";6/3/2012 0:00:00;10358,00;148,00;"DAY02";201212;2515,00;236871,00
"0 1.BRANCH CURR-CAMP";2180000,00;531184,00;7325,00;72,52;39,00;4,10;"CAMP12  DAY03 06/03/12";"CAMP12";"DAY03";6/3/2012 0:00:00;221209,00;2971,00;"DAY02";201212;2515,00;236871,00
"0 1.BRANCH OFF-SCHED";650000,00;207416,00;541,00;383,39;170,00;3,13;"CAMP12  DAY03 06/03/12";"CAMP12";"DAY03";6/3/2012 0:00:00;77175,00;115,00;"DAY02";201212;2515,00;236871,00
"0 1.BRANCH CURR-CAMP";2180000,00;309975,00;4354,00;71,19;38,00;7,03;"CAMP12  DAY02 05/03/12";"CAMP12";"DAY02";5/3/2012 0:00:00;197844,00;2841,00;"DAY01";201212;2809,00;276285,00
